goal,pledged,backers_count,campaign_length,decision_timing,spotlight,staff_pick,usd_pledged,Blurb length,Blurb caps,Name Length,Name Caps,created_at,deadline,launched_at,fx_rate,static_usd_rate,state_changed_at,name,country,blurb,category,Category,Category (parent only)
30000,30300,261,3024000,3024001,TRUE,FALSE,30300.0,114,2,31,5,1566536782,1571171502,1568147502,1,1,1571171503,Bissy: The Kolanut Energy Drink,US,"Bissy is the only healthy, plant based energy drink using natural caffeine from the ancient Nigerian kolanut fruit","{""id"":307,""name"":""Drinks"",""slug"":""food/drinks"",""position"":4,""parent_id"":10,""parent_name"":""Food"",""color"":16725570,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/food/drinks""}}}","food/drinks""",food
5000,5146,116,3401422,3401423,TRUE,FALSE,5146.0,135,5,50,9,1522709413,1526184000,1522782578,1,1,1526184001,HOP Coffee: Premium Vegan Instant Ketogenic Coffee,US,"A delicious 100% vegan friendly, all natural, locally sourced from farmers in Tanzania, crash free instant coffee powered by plant fat!","{""id"":315,""name"":""Vegan"",""slug"":""food/vegan"",""position"":12,""parent_id"":10,""parent_name"":""Food"",""color"":16725570,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/food/vegan""}}}","food/vegan""",food
30000,30509.420000000000,254,2638607,2638608,TRUE,FALSE,23163.806374649400,131,9,28,5,1558234298,1567224060,1564585453,0.75574365,0.75923457,1567224061,Common Good Ice Cream Lounge,CA,"A modern take on ice cream with inspiring and intentional flavours, cakes, sundaes and people. Coming to Downtown Abby Summer 2019.","{""id"":313,""name"":""Small Batch"",""slug"":""food/small batch"",""position"":10,""parent_id"":10,""parent_name"":""Food"",""color"":16725570,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/food/small%20batch""}}}","food/small batch""",food
3800,3955,57,1767389,1767391,TRUE,TRUE,3955.0,126,1,59,7,1410301541,1412578740,1410811351,1,1,1412578742,Topographic Typography—World Geography Thru Visual Language,US,"I design the visible relationship between typeface, landscape and culture (architecture, philosophy, art movements, politics).","{""id"":261,""name"":""Typography"",""slug"":""design/typography"",""position"":7,""parent_id"":7,""parent_name"":""Design"",""color"":2577151,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/design/typography""}}}","design/typography""",design
2250,2325,26,2419200,2419200,TRUE,FALSE,2325.0,126,4,41,5,1365795024,1368723389,1366304189,1,1,1368723389,Stefan Miller Classical Vocalist Projects,US,"I plan on putting together a couple recitals, recordings, and videos featuring the repertoire I learn at SongFest this summer.","{""id"":36,""name"":""Classical Music"",""slug"":""music/classical music"",""position"":3,""parent_id"":14,""parent_name"":""Music"",""color"":10878931,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/music/classical%20music""}}}","music/classical music""",music
20000,49222,1152,2642364,2642366,TRUE,TRUE,52088.095170460000,111,5,43,6,1490705222,1494536400,1491894036,1.1753395,1.05822793,1494536402,Chocolate Fully Made in Africa Goes Organic,DE,"Fairest and most delicious chocolate in the world. 100% organic and more flavors for you, more jobs for Africa!","{""id"":10,""name"":""Food"",""slug"":""food"",""position"":8,""color"":16725570,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/food""}}}","food""",food
4000,4046,22,2592000,2592004,TRUE,FALSE,4046.0,135,11,52,6,1409413209,1431265811,1428673811,1,1,1431265815,Finding a Voice: The Evolution of the American Sound,US,Recording project by the Walden Chamber Players of music by American 20th Century composers featuring Walden flautist Marianne Gedigian,"{""id"":36,""name"":""Classical Music"",""slug"":""music/classical music"",""position"":3,""parent_id"":14,""parent_name"":""Music"",""color"":10878931,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/music/classical%20music""}}}","music/classical music""",music
5000,5883.79,56,2592000,2592000,TRUE,FALSE,5883.79,113,5,28,4,1537014963,1539823931,1537231931,1,1,1539823931,Jeffrey + Riko Album Project,US,A new album of music that touches on the idea of beauty from countertenor Jeffrey Palmer and pianist Riko Higuma.,"{""id"":36,""name"":""Classical Music"",""slug"":""music/classical music"",""position"":3,""parent_id"":14,""parent_name"":""Music"",""color"":10878931,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/music/classical%20music""}}}","music/classical music""",music
800,1001,27,1814400,1814400,TRUE,FALSE,1001.0,31,8,43,8,1367372021,1370390432,1368576032,1,1,1370390432,"Skelton-Luns CD/7""             No Big Deal.",US,"Skelton-Luns CD/7"" No Big Deal.","{""id"":43,""name"":""Rock"",""slug"":""music/rock"",""position"":17,""parent_id"":14,""parent_name"":""Music"",""color"":10878931,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/music/rock""}}}","music/rock""",music
260000,293250,340,3085557,3085557,TRUE,TRUE,15792.6063225,133,4,38,6,1512078556,1515214800,1512129243,0.0473825,0.05385373,1515214800,Enigma Playing Cards Torch Red Edition,MX,"Playing Cards designed to capture mystery with a minimalist touch, using bold strokes and a retro influence now in Torch Red version.","{""id"":273,""name"":""Playing Cards"",""slug"":""games/playing cards"",""position"":4,""parent_id"":12,""parent_name"":""Games"",""color"":51627,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/games/playing%20cards""}}}","games/playing cards""",games
3000,3255,29,2592000,2592001,TRUE,FALSE,3255.0,115,1,13,2,1521431686,1528164232,1525572232,1,1,1528164233,Hidden Beasts,US,"In a world where monsters are real and live under your bed, society’s coming of age ritual is to slay that monster.","{""id"":296,""name"":""Fantasy"",""slug"":""film & video/fantasy"",""position"":8,""parent_id"":11,""parent_name"":""Film & Video"",""color"":16734574,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/film%20&%20video/fantasy""}}}","film & video/fantasy""",film & video
2500,2516,72,2592000,2592001,TRUE,FALSE,2516.0,68,4,32,4,1537730355,1540624599,1538032599,1,1,1540624600,Murderbait Releases a New Record,US,Preorder the vinyl pressing of Murderbait's forthcoming eponymous LP,"{""id"":43,""name"":""Rock"",""slug"":""music/rock"",""position"":17,""parent_id"":14,""parent_name"":""Music"",""color"":10878931,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/music/rock""}}}","music/rock""",music
7500,36262,440,2592000,2592000,TRUE,FALSE,36262.0,96,12,47,6,1490147194,1493820404,1491228404,1,1,1493820404,Forged Illumination | Damascus Steel Glow Rings,US,"Hand Crafted Damascus Steel Rings at an Affordable Price.  Unique Artisan Rings, Inside and Out.","{""id"":267,""name"":""Jewelry"",""slug"":""fashion/jewelry"",""position"":6,""parent_id"":9,""parent_name"":""Fashion"",""color"":16752598,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/fashion/jewelry""}}}","fashion/jewelry""",fashion
7000,7230.5,96,2592000,2592001,TRUE,FALSE,7230.5,132,3,54,8,1491794390,1495725639,1493133639,1,1,1495725640,"""Brave"" - New Full-Length Album from Jonathan J. Bower",US,"We're raising funds to cover the recording and post-production costs of my new album. The working title for this project is ""Brave.""","{""id"":43,""name"":""Rock"",""slug"":""music/rock"",""position"":17,""parent_id"":14,""parent_name"":""Music"",""color"":10878931,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/music/rock""}}}","music/rock""",music
30000,34905,313,3023875,3023876,TRUE,TRUE,34905.0,128,20,57,5,1527147956,1539208740,1536184865,1,1,1539208741,Cloud Arrangers / Music photography book by Ziga Koritnik,US,"My jazz / music Photography from 1986-2018, 278 black and white pictures with a few color exceptions, 379 pages, format 25x30cm,","{""id"":280,""name"":""Photobooks"",""slug"":""photography/photobooks"",""position"":5,""parent_id"":15,""parent_name"":""Photography"",""color"":58341,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/photography/photobooks""}}}","photography/photobooks""",photography
3000,3033,17,2224700,2224700,TRUE,FALSE,3033.0,134,4,33,7,1460237531,1463261520,1461036820,1,1,1463261520,Period BOMB Takes on the World!!!,US,"So last time we did 3 months of the US and brought you back a documentary, new collaborative recordings, and a mixtape from all the...","{""id"":321,""name"":""Punk"",""slug"":""music/punk"",""position"":15,""parent_id"":14,""parent_name"":""Music"",""color"":10878931,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/music/punk""}}}","music/punk""",music
20000,22084,185,2882994,2882994,TRUE,FALSE,22084.0,71,1,58,5,1571442308,1575619140,1572736146,1,1,1575619140,"Eat ""black gram."" This superfood will save the world. BAM!",US,"This secret food could be huge, but it needs your support to get there.","{""id"":10,""name"":""Food"",""slug"":""food"",""position"":8,""color"":16725570,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/food""}}}","food""",food
12000,82923,737,1814400,1814400,TRUE,FALSE,93161.44227621,71,4,8,0,1552009480,1554133330,1552318930,1.1753395,1.12346927,1554133330,nanoloop,DE,A handheld sequencer/synthesizer with game pad buttons and LED display.,"{""id"":339,""name"":""Sound"",""slug"":""technology/sound"",""position"":12,""parent_id"":16,""parent_name"":""Technology"",""color"":6526716,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/technology/sound""}}}","technology/sound""",technology
15200,15645,51,2592000,2592001,TRUE,FALSE,15645.0,90,1,40,5,1331247755,1435881988,1433289988,1,1,1435881989,The Folks Behind the Funnies Documentary,US,Meet twenty-one creators of the world's most famous newspaper comic strips and characters.,"{""id"":30,""name"":""Documentary"",""slug"":""film & video/documentary"",""position"":4,""parent_id"":11,""parent_name"":""Film & Video"",""color"":16734574,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/film%20&%20video/documentary""}}}","film & video/documentary""",film & video
2000,2002,41,2592000,2592000,TRUE,FALSE,2002.0,36,4,7,1,1459169430,1461765673,1459173673,1,1,1461765673,Azuline,US,Azuline wants to record a 5 song EP!,"{""id"":43,""name"":""Rock"",""slug"":""music/rock"",""position"":17,""parent_id"":14,""parent_name"":""Music"",""color"":10878931,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/music/rock""}}}","music/rock""",music
2400,4898,62,2588400,2588401,TRUE,TRUE,4898.0,128,15,53,9,1331078480,1333756543,1331168143,1,1,1333756544,oneString: an Open Source USB Ribbon Synth Controller,US,"Inspired by the one string Diddley Bow of Blues origin, oneString fills the gap for a sub-$200 USB MIDI synth ribbon controller.","{""id"":339,""name"":""Sound"",""slug"":""technology/sound"",""position"":12,""parent_id"":16,""parent_name"":""Technology"",""color"":6526716,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/technology/sound""}}}","technology/sound""",technology
12000,52800,712,3065695,3065697,TRUE,TRUE,52800.0,109,15,53,6,1559615117,1565063940,1561998245,1,1,1565063942,The Decline of Mall Civilization: by Michael Galinsky,US,"A follow up photography book to our 2011 project ""Malls Across America"". 112 pages of new pictures from 1989.","{""id"":280,""name"":""Photobooks"",""slug"":""photography/photobooks"",""position"":5,""parent_id"":15,""parent_name"":""Photography"",""color"":58341,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/photography/photobooks""}}}","photography/photobooks""",photography
7500,7604,40,2592000,2592000,TRUE,FALSE,7604.0,90,9,30,4,1363488906,1367347989,1364755989,1,1,1367347989,Says the Snake Album and Tour!,US,"We are working on our 12 Track Record, Music Video, and Tour! We can't do it with out you!","{""id"":43,""name"":""Rock"",""slug"":""music/rock"",""position"":17,""parent_id"":14,""parent_name"":""Music"",""color"":10878931,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/music/rock""}}}","music/rock""",music
1100,1334,43,2332800,2332800,TRUE,FALSE,1334.0,110,12,28,5,1491334941,1494264863,1491932063,1,1,1494264863,The Strange Playing Card Set,US,The set of 54 cards (52 suit cards + 2 Jokers) from The Strange are being offered again from Top Secret Press.,"{""id"":273,""name"":""Playing Cards"",""slug"":""games/playing cards"",""position"":4,""parent_id"":12,""parent_name"":""Games"",""color"":51627,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/games/playing%20cards""}}}","games/playing cards""",games
20000,20765,226,3024000,3024003,TRUE,FALSE,20765.0,132,1,35,4,1493847360,1525891899,1522867899,1,1,1525891902,Original Body of Pain (Documentary),US,"For pregnant women facing addiction, recovery is a family affair – rife with judgment, stigma and plenty of obstacles along the way.","{""id"":30,""name"":""Documentary"",""slug"":""film & video/documentary"",""position"":4,""parent_id"":11,""parent_name"":""Film & Video"",""color"":16734574,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/film%20&%20video/documentary""}}}","film & video/documentary""",film & video
3300,5897.32,150,2592000,2592000,TRUE,TRUE,5897.32,134,13,38,10,1301692278,1305090229,1302498229,1,1,1305090229,TOOTH: The Graphic Art of Dale Flattum,US,"TOOTH is a 240 page book of black & white posters, pointless propaganda & deluded ramblings. It also includes a 60 minute CD of music.","{""id"":45,""name"":""Art Books"",""slug"":""publishing/art books"",""position"":3,""parent_id"":18,""parent_name"":""Publishing"",""color"":14867664,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/publishing/art%20books""}}}","publishing/art books""",publishing
4000,6631,149,2588400,2588401,TRUE,FALSE,6631.0,20,1,23,3,1538680018,1552719599,1550131199,1,1,1552719600,Prototype Playing Cards,US,Custom playing cards,"{""id"":273,""name"":""Playing Cards"",""slug"":""games/playing cards"",""position"":4,""parent_id"":12,""parent_name"":""Games"",""color"":51627,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/games/playing%20cards""}}}","games/playing cards""",games
5000,5470,27,3024000,3024000,TRUE,FALSE,5470.0,121,7,53,12,1501158842,1506862075,1503838075,1,1,1506862075,"KYSER's Debut Album: ""Keep on Doing What You're Doing",US,Be a part of bringing the KYSER experience to music fans everywhere.  Help us launch the band and create our debut album.,"{""id"":43,""name"":""Rock"",""slug"":""music/rock"",""position"":17,""parent_id"":14,""parent_name"":""Music"",""color"":10878931,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/music/rock""}}}","music/rock""",music
